Order_ID,Order_Date,Warehouse,Shipping_Mode,Delivery_Status,Fulfillment_Time_Days,Customer_Rating,Shipping_Cost
ORD-2026-1291,2026-05-09,East Hub - Newark,Same-Day Courier,In Transit,8,5,313.07
ORD-2026-1292,2026-06-28,EU Hub - Frankfurt,Priority Freight,Delivered,2,4,136.93
ORD-2026-1293,2026-01-26,East Hub - Newark,Priority Freight,Delivered,4,5,102.54
ORD-2026-1294,2026-03-10,EU Hub - Frankfurt,Priority Freight,Delivered,5,5,148.63
ORD-2026-1295,2026-04-06,East Hub - Newark,Same-Day Courier,Delivered,3,5,313.89
ORD-2026-1296,2026-06-25,West Hub - Reno,Express Air,In Transit,2,5,277.61
ORD-2026-1297,2026-02-20,West Hub - Reno,Standard Ground,Delivered,2,5,172.38
ORD-2026-1298,2026-06-11,East Hub - Newark,Same-Day Courier,Delivered,6,3,39.07
ORD-2026-1299,2026-01-26,West Hub - Reno,Express Air,Delivered,3,5,210.81
ORD-2026-1300,2026-04-26,East Hub - Newark,Priority Freight,Delivered,6,5,263.95
ORD-2026-1301,2026-03-30,Central Hub - Chicago,Same-Day Courier,Delivered,8,4,203.64
ORD-2026-1302,2026-05-28,West Hub - Reno,Priority Freight,Delivered,7,5,253.55
ORD-2026-1303,2026-04-25,Central Hub - Chicago,Same-Day Courier,Delivered,5,4,67.73
ORD-2026-1304,2026-02-12,East Hub - Newark,Same-Day Courier,Delivered,6,5,292.59
ORD-2026-1305,2026-01-21,West Hub - Reno,Priority Freight,Delivered,4,4,234.58
ORD-2026-1306,2026-06-04,EU Hub - Frankfurt,Priority Freight,Delayed,13,4,178.68
ORD-2026-1307,2026-04-26,EU Hub - Frankfurt,Standard Ground,Delivered,2,5,94.22
ORD-2026-1308,2026-03-06,Central Hub - Chicago,Standard Ground,Delivered,2,5,301.35
ORD-2026-1309,2026-05-02,Central Hub - Chicago,Express Air,In Transit,1,5,207.34
ORD-2026-1310,2026-01-22,EU Hub - Frankfurt,Priority Freight,Delivered,7,5,209.81
ORD-2026-1311,2026-02-03,West Hub - Reno,Express Air,Delivered,3,3,120.93
ORD-2026-1312,2026-05-02,EU Hub - Frankfurt,Priority Freight,Delivered,3,2,230.8
ORD-2026-1313,2026-02-15,EU Hub - Frankfurt,Same-Day Courier,Delivered,7,5,293.13
ORD-2026-1314,2026-05-04,West Hub - Reno,Express Air,Delivered,3,5,70.94
ORD-2026-1315,2026-01-03,Central Hub - Chicago,Standard Ground,Delivered,5,5,227.89
ORD-2026-1316,2026-05-06,EU Hub - Frankfurt,Priority Freight,Delivered,5,4,201.12
ORD-2026-1317,2026-01-02,East Hub - Newark,Standard Ground,Delivered,6,5,98.72
ORD-2026-1318,2026-06-15,EU Hub - Frankfurt,Same-Day Courier,Delivered,2,5,95.67
ORD-2026-1319,2026-06-06,East Hub - Newark,Priority Freight,Delivered,6,4,146.81
ORD-2026-1320,2026-01-18,West Hub - Reno,Standard Ground,Delivered,7,5,158.57
ORD-2026-1321,2026-06-29,EU Hub - Frankfurt,Standard Ground,Delivered,3,5,182.82
ORD-2026-1322,2026-02-17,Central Hub - Chicago,Priority Freight,Delivered,7,5,27.42
ORD-2026-1323,2026-01-24,West Hub - Reno,Express Air,Delivered,3,5,256.79
ORD-2026-1324,2026-05-08,East Hub - Newark,Same-Day Courier,Delivered,2,5,273.85
ORD-2026-1325,2026-02-07,Central Hub - Chicago,Priority Freight,In Transit,2,5,78.57
ORD-2026-1326,2026-03-06,EU Hub - Frankfurt,Express Air,Delivered,2,5,312.62
ORD-2026-1327,2026-03-05,Central Hub - Chicago,Standard Ground,Delivered,8,5,221.47
ORD-2026-1328,2026-02-23,EU Hub - Frankfurt,Same-Day Courier,Delivered,4,2,71.79
ORD-2026-1329,2026-01-11,Central Hub - Chicago,Priority Freight,Delivered,4,5,286.82
ORD-2026-1330,2026-06-20,West Hub - Reno,Express Air,Delivered,4,5,74.37
ORD-2026-1331,2026-03-12,Central Hub - Chicago,Same-Day Courier,In Transit,2,2,196.42
ORD-2026-1332,2026-06-26,EU Hub - Frankfurt,Standard Ground,Delivered,2,5,172.48
ORD-2026-1333,2026-06-25,East Hub - Newark,Express Air,Delivered,2,4,258.48
ORD-2026-1334,2026-02-02,EU Hub - Frankfurt,Standard Ground,Delivered,6,4,248.23
ORD-2026-1335,2026-04-23,West Hub - Reno,Express Air,Delivered,3,4,98.96
ORD-2026-1336,2026-01-11,EU Hub - Frankfurt,Same-Day Courier,Delivered,6,4,80.98
ORD-2026-1337,2026-02-17,East Hub - Newark,Priority Freight,In Transit,4,3,201.61
ORD-2026-1338,2026-05-22,West Hub - Reno,Express Air,Delivered,4,5,102.69
ORD-2026-1339,2026-04-04,EU Hub - Frankfurt,Express Air,In Transit,4,4,285.47
ORD-2026-1340,2026-06-08,East Hub - Newark,Standard Ground,Delivered,2,4,183.99
ORD-2026-1341,2026-04-10,West Hub - Reno,Same-Day Courier,In Transit,3,4,120.17
ORD-2026-1342,2026-06-14,East Hub - Newark,Express Air,Delivered,1,5,301.65
ORD-2026-1343,2026-02-15,Central Hub - Chicago,Standard Ground,Delivered,3,5,193.45
ORD-2026-1344,2026-04-10,EU Hub - Frankfurt,Priority Freight,Delivered,3,4,45.91
ORD-2026-1345,2026-02-23,EU Hub - Frankfurt,Express Air,Delivered,1,5,244.33
ORD-2026-1346,2026-04-17,East Hub - Newark,Express Air,In Transit,3,5,241.62
ORD-2026-1347,2026-03-19,Central Hub - Chicago,Standard Ground,Out for Delivery,2,5,93.15
ORD-2026-1348,2026-04-09,West Hub - Reno,Standard Ground,Delivered,3,5,304.51
ORD-2026-1349,2026-05-23,EU Hub - Frankfurt,Express Air,In Transit,3,4,232.25
ORD-2026-1350,2026-04-20,Central Hub - Chicago,Standard Ground,In Transit,6,5,124.57
ORD-2026-1351,2026-02-10,EU Hub - Frankfurt,Priority Freight,Delayed,11,4,146.64
ORD-2026-1352,2026-06-12,EU Hub - Frankfurt,Priority Freight,Delivered,6,5,135.64
ORD-2026-1353,2026-05-21,East Hub - Newark,Priority Freight,Out for Delivery,5,2,25.06
ORD-2026-1354,2026-01-09,East Hub - Newark,Express Air,Delivered,3,5,315.4
ORD-2026-1355,2026-02-24,East Hub - Newark,Express Air,In Transit,3,3,175.83
ORD-2026-1356,2026-05-27,West Hub - Reno,Express Air,Delivered,3,5,103.17
ORD-2026-1357,2026-05-30,West Hub - Reno,Standard Ground,Delivered,4,5,142.94
ORD-2026-1358,2026-02-25,Central Hub - Chicago,Priority Freight,In Transit,3,5,290.21
ORD-2026-1359,2026-06-29,Central Hub - Chicago,Priority Freight,Delivered,8,5,48.15
ORD-2026-1360,2026-01-15,East Hub - Newark,Priority Freight,Delayed,11,2,60.56
ORD-2026-1361,2026-02-28,Central Hub - Chicago,Same-Day Courier,Delivered,6,5,184.28
ORD-2026-1362,2026-02-08,East Hub - Newark,Standard Ground,Delivered,7,4,140.9
ORD-2026-1363,2026-04-25,Central Hub - Chicago,Standard Ground,Delivered,8,5,64.0
ORD-2026-1364,2026-01-22,EU Hub - Frankfurt,Express Air,Delivered,3,5,173.04
ORD-2026-1365,2026-06-28,West Hub - Reno,Standard Ground,Delivered,3,5,217.41
ORD-2026-1366,2026-02-20,West Hub - Reno,Standard Ground,Delivered,8,5,227.0
ORD-2026-1367,2026-05-28,Central Hub - Chicago,Express Air,Delivered,4,5,81.19
ORD-2026-1368,2026-03-30,Central Hub - Chicago,Priority Freight,Delivered,4,4,317.1
ORD-2026-1369,2026-04-24,West Hub - Reno,Same-Day Courier,Delivered,8,5,227.18
ORD-2026-1370,2026-02-09,Central Hub - Chicago,Express Air,In Transit,2,2,298.39
ORD-2026-1371,2026-03-15,Central Hub - Chicago,Priority Freight,Delivered,2,5,164.0
ORD-2026-1372,2026-03-26,West Hub - Reno,Standard Ground,Delivered,6,4,186.9
ORD-2026-1373,2026-06-09,West Hub - Reno,Express Air,Delivered,1,5,42.73
ORD-2026-1374,2026-02-21,East Hub - Newark,Express Air,Delivered,1,5,219.81
ORD-2026-1375,2026-06-19,East Hub - Newark,Express Air,Delivered,4,5,137.31
ORD-2026-1376,2026-01-26,East Hub - Newark,Same-Day Courier,In Transit,6,5,83.67
ORD-2026-1377,2026-04-28,Central Hub - Chicago,Express Air,Delivered,3,5,141.05
ORD-2026-1378,2026-02-10,Central Hub - Chicago,Priority Freight,Delivered,4,4,94.68
ORD-2026-1379,2026-05-09,East Hub - Newark,Express Air,Delivered,4,3,265.38
ORD-2026-1380,2026-01-08,East Hub - Newark,Standard Ground,Delivered,5,4,50.9
ORD-2026-1381,2026-04-08,West Hub - Reno,Same-Day Courier,Delivered,3,5,117.15
ORD-2026-1382,2026-06-04,East Hub - Newark,Same-Day Courier,Delivered,3,4,196.4
ORD-2026-1383,2026-06-25,West Hub - Reno,Standard Ground,Delivered,7,3,293.32
ORD-2026-1384,2026-04-21,West Hub - Reno,Standard Ground,Delivered,6,5,237.23
ORD-2026-1385,2026-02-17,East Hub - Newark,Standard Ground,In Transit,8,5,312.0
ORD-2026-1386,2026-04-16,East Hub - Newark,Same-Day Courier,In Transit,8,3,300.31
ORD-2026-1387,2026-03-12,West Hub - Reno,Standard Ground,Delivered,3,5,315.86
ORD-2026-1388,2026-06-07,East Hub - Newark,Standard Ground,Delivered,3,4,130.98
ORD-2026-1389,2026-06-26,EU Hub - Frankfurt,Standard Ground,Delivered,6,5,216.62
ORD-2026-1390,2026-02-17,EU Hub - Frankfurt,Same-Day Courier,Delivered,3,5,34.51
ORD-2026-1391,2026-01-04,East Hub - Newark,Same-Day Courier,Delivered,7,1,248.54
ORD-2026-1392,2026-01-17,West Hub - Reno,Same-Day Courier,In Transit,5,4,280.7
ORD-2026-1393,2026-03-05,EU Hub - Frankfurt,Same-Day Courier,In Transit,6,4,137.21
ORD-2026-1394,2026-03-22,EU Hub - Frankfurt,Express Air,Delivered,4,5,283.94
ORD-2026-1395,2026-03-04,EU Hub - Frankfurt,Express Air,Delivered,1,5,154.67
ORD-2026-1396,2026-03-19,East Hub - Newark,Same-Day Courier,Delivered,4,4,41.09
ORD-2026-1397,2026-05-13,West Hub - Reno,Same-Day Courier,In Transit,5,5,172.69
ORD-2026-1398,2026-02-16,West Hub - Reno,Same-Day Courier,Delivered,5,5,158.84
ORD-2026-1399,2026-02-21,EU Hub - Frankfurt,Express Air,Delivered,2,4,61.45
